log(T),H0+,H1+,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,9.978,6.314,3.896,1.645,0.013,2.225,4.9,7.976,12.432,15,15,15,,,,,,,,,,,,,,,,,
5.3,10.743,6.944,4.352,1.8,0.019,1.57,3.444,5.673,9.082,13.619,15,15,,,,,,,,,,,,,,,,,
5.4,11.507,7.572,4.809,1.981,0.049,1.04,2.247,3.764,6.302,9.795,13.791,15,,,,,,,,,,,,,,,,,
5.5,12.314,8.244,5.311,2.229,0.144,0.656,1.304,2.216,4.023,6.647,9.654,13.659,,,,,,,,,,,,,,,,,
5.6,13.274,9.07,5.969,2.65,0.41,0.506,0.683,1.076,2.266,4.159,6.349,9.37,,,,,,,,,,,,,,,,,
5.7,14.553,10.216,6.951,3.411,1.014,0.745,0.522,0.464,1.127,2.403,3.909,6.106,,,,,,,,,,,,,,,,,
5.8,15,11.689,8.264,4.516,1.961,1.368,0.8,0.345,0.554,1.301,2.227,3.719,,,,,,,,,,,,,,,,,
5.9,15,13.388,9.807,5.863,3.15,2.265,1.395,0.588,0.4,0.688,1.115,1.993,,,,,,,,,,,,,,,,,
6,15,15,11.68,7.55,4.681,3.532,2.392,1.27,0.729,0.613,0.603,0.942,,,,,,,,,,,,,,,,,
6.1,15,15,14.047,9.74,6.717,5.324,3.941,2.532,1.675,1.199,0.802,0.672,,,,,,,,,,,,,,,,,
6.2,15,15,15,12.055,8.88,7.262,5.654,3.984,2.84,2.038,1.297,0.768,,,,,,,,,,,,,,,,,
6.3,15,15,15,14.25,10.925,9.097,7.281,5.37,3.962,2.867,1.82,0.952,,,,,,,,,,,,,,,,,
6.4,15,15,15,15,12.849,10.826,8.814,6.68,5.029,3.666,2.347,1.192,,,,,,,,,,,,,,,,,
6.5,15,15,15,15,14.719,12.512,10.315,7.973,6.098,4.489,2.927,1.525,,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,14.246,11.874,9.338,7.254,5.419,3.639,2.021,,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,15,13.59,10.871,8.591,6.548,4.569,2.757,,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,15,12.658,10.194,7.958,5.796,3.806,,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,14.8,12.164,9.746,7.415,5.259,,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,14.422,11.834,9.342,7.03,,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,13.95,11.306,8.844,,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,15,13.175,10.57,,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,14.938,12.192,,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,15,13.734,,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
log(T),Ti12+,Ti13+,Ti14+,Ti15+,Ti16+,Ti17+,Ti18+,Ti19+,Ti20+,Ti21+,Ti22+,,,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.5,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.6,11.788,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.7,7.638,14.578,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.8,4.538,9.791,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
5.9,2.271,6.193,10.907,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6,0.83,3.713,7.24,11.509,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6.1,0.27,2.345,4.938,8.148,11.943,15,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6.2,0.13,1.572,3.431,5.804,8.655,12.012,15,15,15,15,15,,,,,,,,,,,,,,,,,,
6.3,0.11,1.044,2.32,4.026,6.127,8.65,11.562,14.835,15,15,15,,,,,,,,,,,,,,,,,,
6.4,0.165,0.676,1.478,2.648,4.147,6.001,8.157,10.619,13.123,15,15,,,,,,,,,,,,,,,,,,
6.5,0.324,0.474,0.879,1.608,2.616,3.926,5.462,7.266,9.064,15,15,,,,,,,,,,,,,,,,,,
6.6,0.653,0.487,0.55,0.907,1.503,2.363,3.387,4.651,5.865,14.241,15,,,,,,,,,,,,,,,,,,
6.7,1.227,0.777,0.54,0.575,0.819,1.297,1.892,2.705,3.432,10.063,15,,,,,,,,,,,,,,,,,,
6.8,2.117,1.41,0.904,0.655,0.591,0.738,0.965,1.397,1.717,6.938,12.943,,,,,,,,,,,,,,,,,,
6.9,3.413,2.469,1.72,1.215,0.876,0.732,0.64,0.743,0.725,4.804,9.606,,,,,,,,,,,,,,,,,,
7,5.03,3.866,2.894,2.157,1.569,1.163,0.791,0.607,0.313,3.466,7.287,,,,,,,,,,,,,,,,,,
7.1,6.691,5.323,4.145,3.194,2.379,1.735,1.114,0.679,0.162,2.564,5.584,,,,,,,,,,,,,,,,,,
7.2,8.266,6.706,5.336,4.187,3.162,2.3,1.456,0.799,0.104,1.893,4.253,,,,,,,,,,,,,,,,,,
7.3,9.74,7.999,6.448,5.114,3.894,2.829,1.783,0.928,0.086,1.373,3.185,,,,,,,,,,,,,,,,,,
7.4,11.135,9.225,7.503,5.994,4.589,3.336,2.105,1.072,0.1,0.97,2.323,,,,,,,,,,,,,,,,,,
7.5,12.487,10.415,8.53,6.855,5.277,3.846,2.444,1.247,0.153,0.671,1.637,,,,,,,,,,,,,,,,,,
7.6,13.825,11.6,9.559,7.725,5.983,4.384,2.821,1.471,0.259,0.474,1.109,,,,,,,,,,,,,,,,,,
7.7,15,12.802,10.611,8.626,6.726,4.967,3.253,1.757,0.427,0.377,0.726,,,,,,,,,,,,,,,,,,
7.8,15,14.026,11.691,9.56,7.51,5.598,3.739,2.103,0.653,0.367,0.468,,,,,,,,,,,,,,,,,,
7.9,15,15,12.788,10.515,8.32,6.262,4.264,2.491,0.922,0.422,0.302,,,,,,,,,,,,,,,,,,
8,15,15,13.885,11.475,9.14,6.94,4.807,2.901,1.211,0.516,0.199,,,,,,,,,,,,,,,,,,
8.1,15,15,14.969,12.426,9.955,7.618,5.353,3.318,1.506,0.631,0.134,,,,,,,,,,,,,,,,,,
8.2,15,15,15,13.362,10.759,8.288,5.894,3.731,1.798,0.755,0.093,,,,,,,,,,,,,,,,,,
8.3,15,15,15,14.28,11.547,8.947,6.426,4.137,2.084,0.881,0.065,,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,12.321,9.593,6.948,4.536,2.363,1.008,0.047,,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,13.081,10.228,7.461,4.926,2.636,1.135,0.034,,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,13.828,10.854,7.967,5.311,2.904,1.26,0.025,,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,14.566,11.472,8.466,5.692,3.169,1.386,0.019,,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,12.085,8.962,6.07,3.433,1.512,0.014,,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,12.695,9.457,6.449,3.698,1.64,0.01,,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,13.304,9.952,6.829,3.966,1.77,0.007,,,,,,,,,,,,,,,,,,
log(T),V0+,V1+,V2+,V3+,V4+,V5+,V6+,V7+,V8+,V9+,V10+,V11+,,,,,,,,,,,,,,,,,
4,2.694,0.001,3.46,14.92,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.1,3.381,0.007,1.82,10.534,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.2,3.666,0.117,0.626,6.793,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.3,4.056,0.553,0.143,4.255,11.807,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.4,4.432,0.972,0.051,2.508,7.532,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.5,4.725,1.267,0.052,1.227,4.22,11.611,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.6,5.127,1.635,0.194,0.491,1.845,6.896,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.7,5.86,2.305,0.658,0.392,0.432,3.626,14.037,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.8,7.158,3.517,1.672,0.99,0.064,1.877,9.549,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.9,8.333,4.59,2.549,1.515,0.063,0.993,6.611,13.925,15,15,15,15,,,,,,,,,,,,,,,,,
5,9.297,5.44,3.204,1.855,0.161,0.53,4.711,10.298,15,15,15,15,,,,,,,,,,,,,,,,,
5.1,10.229,6.249,3.82,2.183,0.331,0.279,3.411,7.702,13.261,15,15,15,,,,,,,,,,,,,,,,,
5.2,11.174,7.065,4.445,2.542,0.55,0.148,2.452,5.711,9.991,15,15,15,,,,,,,,,,,,,,,,,
5.3,12.123,7.883,5.073,2.923,0.795,0.087,1.707,4.122,7.354,11.984,15,15,,,,,,,,,,,,,,,,,
5.4,13.074,8.7,5.705,3.324,1.059,0.078,1.122,2.834,5.196,8.756,13.213,15,,,,,,,,,,,,,,,,,
5.5,14.05,9.541,6.364,3.766,1.364,0.134,0.685,1.803,3.435,6.109,9.54,13.182,,,,,,,,,,,,,,,,,
5.6,15,10.458,7.104,4.301,1.758,0.3,0.421,1.032,2.045,3.98,6.555,9.277,,,,,,,,,,,,,,,,,
5.7,15,11.53,8.004,5.006,2.323,0.65,0.393,0.565,1.047,2.358,4.214,6.178,,,,,,,,,,,,,,,,,
5.8,15,12.845,9.152,5.969,3.143,1.267,0.674,0.46,0.483,1.261,2.506,3.835,,,,,,,,,,,,,,,,,
5.9,15,14.416,10.561,7.201,4.231,2.162,1.265,0.71,0.33,0.647,1.365,2.152,,,,,,,,,,,,,,,,,
6,15,15,12.219,8.687,5.575,3.319,2.146,1.284,0.548,0.459,0.718,1.033,,,,,,,,,,,,,,,,,
6.1,15,15,14.301,10.605,7.349,4.914,3.488,2.347,1.293,0.842,0.693,0.594,,,,,,,,,,,,,,,,,
6.2,15,15,15,13.012,9.614,7.005,5.344,3.948,2.606,1.829,1.315,0.848,,,,,,,,,,,,,,,,,
6.3,15,15,15,15,11.928,9.153,7.273,5.641,4.035,2.963,2.119,1.328,,,,,,,,,,,,,,,,,
6.4,15,15,15,15,14.109,11.171,9.088,7.235,5.388,4.045,2.904,1.825,,,,,,,,,,,,,,,,,
6.5,15,15,15,15,15,13.076,10.8,8.742,6.671,5.08,3.669,2.336,,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,14.938,12.481,10.23,7.951,6.131,4.474,2.913,,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,15,14.227,11.794,9.321,7.289,5.406,3.639,,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,15,13.537,10.881,8.652,6.561,4.606,,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,15,12.739,10.325,8.041,5.911,,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,14.967,12.38,9.915,7.622,,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,14.632,11.998,9.55,,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,15,14.054,11.457,,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,15,13.266,,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,15,14.981,,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
log(T),V12+,V13+,V14+,V15+,V16+,V17+,V18+,V19+,V20+,V21+,V22+,V23+,,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.6,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.7,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.8,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.9,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.3,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.5,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.6,13.026,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.7,8.996,11.185,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.8,5.865,7.228,13.481,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
5.9,3.502,4.212,8.94,14.534,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6,1.788,2.017,5.551,9.792,14.787,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.1,0.833,0.71,3.316,6.484,10.289,14.728,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.2,0.646,0.252,2.135,4.463,7.321,10.701,14.598,15,15,15,15,15,,,,,,,,,,,,,,,,,
6.3,0.754,0.136,1.444,3.111,5.22,7.756,10.727,14.097,15,15,15,15,,,,,,,,,,,,,,,,,
6.4,0.94,0.124,0.963,2.101,3.612,5.475,7.701,10.243,13.1,15,15,15,,,,,,,,,,,,,,,,,
6.5,1.187,0.189,0.633,1.335,2.361,3.678,5.304,7.169,9.306,11.467,15,15,,,,,,,,,,,,,,,,,
6.6,1.537,0.368,0.469,0.801,1.422,2.289,3.421,4.729,6.278,7.807,15,15,,,,,,,,,,,,,,,,,
6.7,2.063,0.728,0.527,0.537,0.811,1.297,2.015,2.859,3.921,4.925,12.288,15,,,,,,,,,,,,,,,,,
6.8,2.848,1.352,0.877,0.602,0.573,0.728,1.092,1.543,2.195,2.761,8.588,15,,,,,,,,,,,,,,,,,
6.9,3.985,2.33,1.607,1.075,0.775,0.638,0.692,0.804,1.106,1.304,5.89,11.207,,,,,,,,,,,,,,,,,
7,5.538,3.726,2.774,2.007,1.463,1.064,0.842,0.657,0.655,0.55,4.129,8.385,,,,,,,,,,,,,,,,,
7.1,7.315,5.349,4.184,3.201,2.433,1.796,1.325,0.878,0.609,0.257,3.018,6.408,,,,,,,,,,,,,,,,,
7.2,9.076,6.958,5.594,4.411,3.437,2.581,1.883,1.201,0.697,0.146,2.241,4.919,,,,,,,,,,,,,,,,,
7.3,10.744,8.476,6.925,5.555,4.388,3.33,2.422,1.529,0.817,0.102,1.652,3.741,,,,,,,,,,,,,,,,,
7.4,12.321,9.906,8.179,6.632,5.285,4.037,2.935,1.849,0.95,0.093,1.193,2.791,,,,,,,,,,,,,,,,,
7.5,13.833,11.273,9.381,7.665,6.147,4.721,3.436,2.173,1.103,0.119,0.84,2.025,,,,,,,,,,,,,,,,,
7.6,15,12.609,10.559,8.684,7.004,5.408,3.951,2.523,1.295,0.188,0.586,1.42,,,,,,,,,,,,,,,,,
7.7,15,13.941,11.741,9.713,7.877,6.121,4.5,2.916,1.539,0.312,0.429,0.961,,,,,,,,,,,,,,,,,
7.8,15,15,12.94,10.765,8.781,6.871,5.094,3.363,1.842,0.495,0.364,0.634,,,,,,,,,,,,,,,,,
7.9,15,15,14.157,11.84,9.712,7.655,5.728,3.855,2.197,0.729,0.375,0.414,,,,,,,,,,,,,,,,,
8,15,15,15,12.925,10.658,8.458,6.388,4.378,2.585,0.996,0.44,0.273,,,,,,,,,,,,,,,,,
8.1,15,15,15,14.005,11.603,9.266,7.057,4.913,2.989,1.279,0.537,0.183,,,,,,,,,,,,,,,,,
8.2,15,15,15,15,12.538,10.067,7.723,5.449,3.397,1.565,0.65,0.126,,,,,,,,,,,,,,,,,
8.3,15,15,15,15,13.457,10.856,8.38,5.98,3.8,1.848,0.771,0.088,,,,,,,,,,,,,,,,,
8.4,15,15,15,15,14.36,11.632,9.028,6.502,4.198,2.126,0.894,0.063,,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,12.393,9.664,7.015,4.589,2.398,1.019,0.046,,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,13.143,10.291,7.521,4.974,2.666,1.144,0.033,,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,13.883,10.909,8.021,5.354,2.931,1.269,0.025,,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,14.615,11.523,8.517,5.732,3.195,1.395,0.018,,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,12.133,9.011,6.11,3.459,1.523,0.013,,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,12.741,9.505,6.489,3.726,1.652,0.01,,,,,,,,,,,,,,,,,
log(T),Cr0+,Cr1+,Cr2+,Cr3+,Cr4+,Cr5+,Cr6+,Cr7+,Cr8+,Cr9+,Cr10+,Cr11+,Cr12+,,,,,,,,,,,,,,,,
4,1.948,0.005,4.512,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.1,2.814,0.002,2.7,11.913,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.2,3.542,0.018,1.385,7.922,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.3,4.088,0.111,0.646,5.032,14.278,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.4,4.318,0.3,0.303,2.963,9.446,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.5,4.46,0.564,0.158,1.489,5.77,13.316,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.6,4.739,0.938,0.186,0.634,3.207,8.447,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.7,5.195,1.436,0.376,0.284,1.648,5.203,11.647,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.8,5.801,2.035,0.695,0.21,0.767,3.173,7.556,15,15,15,15,15,15,,,,,,,,,,,,,,,,
4.9,6.584,2.776,1.176,0.353,0.324,1.884,4.692,14.254,15,15,15,15,15,,,,,,,,,,,,,,,,
5,7.52,3.645,1.8,0.668,0.169,1.049,2.794,10.3,15,15,15,15,15,,,,,,,,,,,,,,,,
5.1,8.578,4.617,2.537,1.118,0.221,0.532,1.588,7.423,14.003,15,15,15,15,,,,,,,,,,,,,,,,
5.2,9.772,5.711,3.404,1.715,0.472,0.3,0.847,5.32,10.333,15,15,15,15,,,,,,,,,,,,,,,,
5.3,11.073,6.904,4.381,2.44,0.89,0.302,0.434,3.793,7.529,11.753,15,15,15,,,,,,,,,,,,,,,,
5.4,12.412,8.128,5.4,3.222,1.397,0.446,0.223,2.67,5.369,8.56,12.434,15,15,,,,,,,,,,,,,,,,
5.5,13.736,9.334,6.408,4.006,1.929,0.659,0.123,1.825,3.69,6.022,8.941,13.168,15,,,,,,,,,,,,,,,,
5.6,15,10.515,7.39,4.776,2.467,0.911,0.094,1.187,2.387,3.999,6.125,9.366,12.762,,,,,,,,,,,,,,,,
5.7,15,11.696,8.374,5.559,3.034,1.22,0.148,0.735,1.41,2.41,3.873,6.291,8.832,,,,,,,,,,,,,,,,
5.8,15,12.962,9.451,6.444,3.716,1.664,0.355,0.519,0.769,1.246,2.149,3.876,5.704,,,,,,,,,,,,,,,,
5.9,15,14.468,10.776,7.587,4.666,2.395,0.863,0.663,0.56,0.584,1.008,2.149,3.373,,,,,,,,,,,,,,,,
6,15,15,12.449,9.084,5.98,3.503,1.76,1.242,0.835,0.461,0.471,1.107,1.81,,,,,,,,,,,,,,,,
6.1,15,15,14.418,10.884,7.605,4.934,2.99,2.188,1.511,0.785,0.43,0.626,0.873,,,,,,,,,,,,,,,,
6.2,15,15,15,13.099,9.652,6.796,4.66,3.601,2.677,1.637,0.955,0.762,0.607,,,,,,,,,,,,,,,,
6.3,15,15,15,15,12.06,9.029,6.708,5.412,4.261,2.936,1.959,1.418,0.909,,,,,,,,,,,,,,,,
6.4,15,15,15,15,14.446,11.246,8.747,7.232,5.869,4.284,3.038,2.185,1.365,,,,,,,,,,,,,,,,
6.5,15,15,15,15,15,13.332,10.663,8.943,7.38,5.555,4.062,2.928,1.834,,,,,,,,,,,,,,,,
6.6,15,15,15,15,15,15,12.484,10.571,8.819,6.773,5.051,3.663,2.326,,,,,,,,,,,,,,,,
6.7,15,15,15,15,15,15,14.281,12.187,10.255,8.003,6.07,4.45,2.895,,,,,,,,,,,,,,,,
6.8,15,15,15,15,15,15,15,13.891,11.788,9.345,7.214,5.38,3.629,,,,,,,,,,,,,,,,
6.9,15,15,15,15,15,15,15,15,13.544,10.921,8.606,6.575,4.643,,,,,,,,,,,,,,,,
7,15,15,15,15,15,15,15,15,15,12.861,10.372,8.156,6.056,,,,,,,,,,,,,,,,
7.1,15,15,15,15,15,15,15,15,15,15,12.495,10.107,7.848,,,,,,,,,,,,,,,,
7.2,15,15,15,15,15,15,15,15,15,15,14.718,12.167,9.757,,,,,,,,,,,,,,,,
7.3,15,15,15,15,15,15,15,15,15,15,15,14.165,11.608,,,,,,,,,,,,,,,,
7.4,15,15,15,15,15,15,15,15,15,15,15,15,13.367,,,,,,,,,,,,,,,,
7.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.7,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
7.9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.1,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.2,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.3,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.4,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.5,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.6,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.7,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.8,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
8.9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
9,15,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,
log(T),Cr13+,Cr14+,Cr15+,Cr16+,Cr17+,Cr18+,Cr19+,Cr20+,Cr21+,Cr22+,Cr23+,Cr24+,,,,,,,,,,,,,,,,,
4,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.1,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
4.2,15,15,15,15,15,15,15,15,15,15,15,15,,,,,,,,,,,,,,,,,
